FACILITY_ID,FAC_CHANNEL,PSA_FACILITY_ID,ADJ_CHANNEL_MINUS_1_OK,CO_CHANNEL_OK,ADJ_CHANNEL_PLUS_1_OK,END_OF_LINE
55083,22,168955,Y,N,Y,;
55083,44,179039,Y,N,Y,;
55083,32,187086,Y,N,Y,;
55083,23,97644,Y,N,Y,;
55083,22,187094,Y,N,Y,;
55083,32,138250,Y,N,Y,;
55083,23,164332,Y,N,Y,;
55083,29,183695,Y,N,Y,;
55083,28,165815,Y,N,Y,;
55083,34,179038,Y,N,Y,;
55083,41,162046,Y,N,Y,;
55083,33,98247,Y,N,Y,;
55516,43,98776,Y,Y,N,;
55516,29,185495,Y,N,Y,;
55516,31,98204,Y,Y,N,;
55516,33,98204,N,Y,Y,;
55516,19,97715,Y,Y,N,;
55516,21,97715,N,Y,Y,;
55516,3,98364,N,Y,Y,;
55516,4,98590,Y,Y,N,;
55516,6,98590,N,Y,Y,;
55516,32,98204,Y,N,Y,;
55516,20,97715,Y,N,Y,;
55516,10,97132,Y,Y,N,;
55516,12,97132,N,Y,Y,;
55516,25,97259,Y,N,Y,;
55516,44,98776,Y,N,Y,;
55516,27,98014,Y,N,Y,;
55516,18,97615,Y,N,Y,;
55516,21,98526,Y,N,Y,;
55516,24,97889,Y,N,Y,;
55516,40,97900,Y,N,Y,;
55516,46,97991,Y,N,Y,;
55516,47,98756,Y,N,Y,;
55516,30,98137,Y,N,Y,;
55516,17,97558,Y,N,Y,;
55516,23,97848,Y,N,Y,;
55516,8,96862,Y,N,Y,;
55516,2,98233,Y,N,Y,;
55516,2,98364,Y,N,Y,;
55516,5,98590,Y,N,Y,;
55516,49,164407,Y,Y,N,;
55516,51,164407,N,Y,Y,;
55516,28,164403,Y,Y,N,;
55516,30,164403,N,Y,Y,;
55516,49,180639,Y,Y,N,;
55516,51,180639,N,Y,Y,;
55516,32,180766,Y,Y,N,;
55516,34,180766,N,Y,Y,;
55516,44,164406,Y,Y,N,;
55516,46,164406,N,Y,Y,;
55516,11,97132,Y,N,Y,;
55516,28,185495,Y,Y,N,;
55516,30,185495,N,Y,Y,;
55516,35,164405,Y,Y,N,;
55516,37,164405,N,Y,Y,;
55516,33,164404,Y,Y,N,;
55516,35,164404,N,Y,Y,;
55516,42,179034,Y,Y,N,;
55516,44,179034,N,Y,Y,;
55516,40,179074,Y,Y,N,;
55516,42,179074,N,Y,Y,;
55516,44,180719,Y,Y,N,;
55516,46,180719,N,Y,Y,;
55516,50,164407,Y,N,Y,;
55516,29,164403,Y,N,Y,;
55516,45,164406,Y,N,Y,;
55516,50,180639,Y,N,Y,;
55516,33,180766,Y,N,Y,;
55516,43,179034,Y,N,Y,;
55516,41,179074,Y,N,Y,;
55516,45,180719,Y,N,Y,;
55516,34,164404,Y,N,Y,;
55516,36,164405,Y,N,Y,;
55516,45,98776,N,Y,Y,;
55762,42,164465,Y,N,Y,;
55762,51,164462,Y,N,Y,;
55762,44,164461,Y,N,Y,;
55762,30,162555,Y,N,Y,;
55762,38,180780,Y,N,Y,;
55762,39,179075,Y,N,Y,;
55762,43,164460,Y,N,Y,;
55762,32,180779,Y,N,Y,;
55762,45,180781,Y,N,Y,;
55762,41,164451,Y,N,Y,;
55762,43,164458,Y,N,Y,;
55762,26,180778,Y,N,Y,;
55762,41,164456,Y,N,Y,;
55762,31,162524,Y,N,Y,;
55762,13,180775,Y,N,Y,;
55762,35,180776,Y,N,Y,;
55762,50,98690,Y,Y,N,;
55762,21,177938,Y,Y,N,;
55762,23,177938,N,Y,Y,;
55762,2,98435,Y,Y,N,;
55762,4,98435,N,Y,Y,;
55762,5,98662,Y,Y,N,;
55762,7,98662,N,Y,Y,;
55762,45,96904,Y,Y,N,;
55762,47,96904,N,Y,Y,;
55762,27,98064,Y,Y,N,;
55762,29,98064,N,Y,Y,;
55762,25,97515,Y,N,Y,;
55762,40,97156,Y,N,Y,;
55762,29,96818,Y,N,Y,;
55762,36,96968,Y,N,Y,;
55762,6,98261,Y,Y,N,;
55762,8,98261,N,Y,Y,;
55762,51,98690,Y,N,Y,;
55762,22,177938,Y,N,Y,;
55762,17,97559,Y,N,Y,;
55762,23,97849,Y,N,Y,;
55762,41,98618,Y,N,Y,;
55762,47,96942,Y,N,Y,;
55762,40,98546,Y,N,Y,;
55762,46,96904,Y,N,Y,;
55762,28,98064,Y,N,Y,;
55762,11,97149,Y,N,Y,;
55762,4,177944,Y,N,Y,;
55762,4,98542,Y,N,Y,;
55762,6,98662,Y,N,Y,;
55762,2,98627,Y,N,Y,;
55762,34,98283,Y,N,Y,;
55762,7,98754,Y,N,Y,;
55762,4,98518,Y,N,Y,;
55762,9,97477,Y,N,Y,;
55762,12,98441,Y,N,Y,;
55762,5,185220,Y,N,Y,;
55762,4,97979,Y,N,Y,;
55762,5,96917,Y,N,Y,;
55762,5,97258,Y,N,Y,;
55762,3,98435,Y,N,Y,;
55762,2,98365,Y,N,Y,;
55762,7,97728,Y,N,Y,;
55762,7,98261,Y,N,Y,;
55762,31,180779,Y,Y,N,;
55762,33,180779,N,Y,Y,;
55762,44,180781,Y,Y,N,;
55762,46,180781,N,Y,Y,;
55762,42,164460,Y,Y,N,;
55762,44,164460,N,Y,Y,;
55762,37,180780,Y,Y,N,;
55762,39,180780,N,Y,Y,;
55762,38,179075,Y,Y,N,;
55762,40,179075,N,Y,Y,;
55762,50,164462,Y,Y,N,;
55762,43,164461,Y,Y,N,;
55762,45,164461,N,Y,Y,;
55762,36,162554,Y,N,Y,;
55762,47,180774,Y,N,Y,;
55762,25,162527,Y,N,Y,;
55762,33,162553,Y,N,Y,;
55762,43,164448,Y,N,Y,;
55762,50,164467,Y,N,Y,;
55762,48,164466,Y,N,Y,;
56079,35,179313,Y,Y,N,;
56079,37,179313,N,Y,Y,;
56079,27,180815,Y,Y,N,;
56079,29,180815,N,Y,Y,;
56079,11,97138,Y,N,Y,;
56079,7,178642,Y,N,Y,;
56079,9,97223,Y,N,Y,;
56079,2,98369,Y,N,Y,;
56079,7,98555,Y,N,Y,;
56079,9,97004,Y,N,Y,;
56079,8,97871,Y,N,Y,;
56079,11,180799,Y,Y,N,;
56079,13,180799,N,Y,Y,;
56079,50,187512,Y,Y,N,;
56079,32,164529,Y,Y,N,;
56079,34,164529,N,Y,Y,;
56079,50,165466,Y,Y,N,;
56079,32,165465,Y,Y,N,;
56079,34,165465,N,Y,Y,;
56079,45,186871,Y,Y,N,;
56079,47,186871,N,Y,Y,;
56079,51,166096,Y,N,Y,;
56079,50,166095,Y,N,Y,;
56079,49,180814,Y,N,Y,;
56079,24,180818,Y,N,Y,;
56079,38,180802,Y,N,Y,;
56079,36,185492,Y,N,Y,;
56079,33,170280,Y,N,Y,;
56079,36,179313,Y,N,Y,;
56079,28,180815,Y,N,Y,;
56079,50,164540,Y,N,Y,;
56079,51,164531,Y,N,Y,;
56079,26,180803,Y,N,Y,;
56079,46,186871,Y,N,Y,;
56079,46,162564,Y,N,Y,;
56079,21,164550,Y,N,Y,;
56079,51,165466,Y,N,Y,;
56079,33,165465,Y,N,Y,;
56079,21,180784,Y,N,Y,;
56079,16,165460,Y,N,Y,;
56079,19,165462,Y,N,Y,;
56079,18,165461,Y,N,Y,;
56079,36,164548,Y,N,Y,;
56079,30,164528,Y,N,Y,;
56079,33,164529,Y,N,Y,;
56079,43,186873,Y,N,Y,;
56079,41,179079,Y,N,Y,;
56079,39,162521,Y,N,Y,;
56079,12,180799,Y,N,Y,;
56079,25,163380,Y,N,Y,;
56079,51,178635,Y,N,Y,;
56079,51,187512,Y,N,Y,;
56079,25,98559,Y,Y,N,;
56079,27,98559,N,Y,Y,;
56079,35,98388,Y,Y,N,;
56079,37,98388,N,Y,Y,;
56079,16,97564,Y,Y,N,;
56079,18,97564,N,Y,Y,;
56079,8,97000,Y,Y,N,;
56079,10,97000,N,Y,Y,;
56079,6,97867,Y,Y,N,;
56079,8,97867,N,Y,Y,;
56079,3,98208,N,Y,Y,;
56079,10,98015,Y,Y,N,;
56079,12,98015,N,Y,Y,;
56079,3,189811,N,Y,Y,;
56079,11,98413,Y,Y,N,;
56079,13,98413,N,Y,Y,;
56079,8,106130,Y,Y,N,;
56079,10,106130,N,Y,Y,;
56079,41,98685,Y,Y,N,;
56079,43,98685,N,Y,Y,;
56079,15,97394,N,Y,Y,;
56079,33,98248,Y,N,Y,;
56079,21,97753,Y,N,Y,;
56079,18,97617,Y,N,Y,;
56079,24,97891,Y,N,Y,;
56079,17,97564,Y,N,Y,;
56079,6,178642,Y,Y,N,;
56079,8,178642,N,Y,Y,;
56079,8,97223,Y,Y,N,;
56079,10,97223,N,Y,Y,;
56079,11,97257,Y,Y,N,;
56079,13,97257,N,Y,Y,;
56079,13,97394,Y,Y,N,;
56079,37,98390,Y,N,Y,;
56079,36,98388,Y,N,Y,;
56079,26,98559,Y,N,Y,;
56079,38,187227,Y,N,Y,;
56079,51,97184,Y,N,Y,;
56079,45,96873,Y,N,Y,;
56079,14,97394,Y,N,Y,;
56079,19,97668,Y,N,Y,;
56079,25,97929,Y,N,Y,;
56079,45,96874,Y,N,Y,;
56079,42,98685,Y,N,Y,;
56079,32,98205,Y,N,Y,;
56079,38,98454,Y,N,Y,;
56079,21,97751,Y,N,Y,;
56079,15,97456,Y,N,Y,;
56079,11,136570,Y,N,Y,;
56079,9,106130,Y,N,Y,;
56079,7,98097,Y,N,Y,;
56079,11,96811,Y,N,Y,;
56079,12,98413,Y,N,Y,;
56079,2,189811,Y,N,Y,;
56079,7,98459,Y,N,Y,;
56079,12,97257,Y,N,Y,;
56079,9,97000,Y,N,Y,;
56079,2,98561,Y,N,Y,;
56079,7,97537,Y,N,Y,;
56079,2,98208,Y,N,Y,;
56079,11,98015,Y,N,Y,;
56079,7,97867,Y,N,Y,;
56079,32,170280,Y,Y,N,;
56079,34,170280,N,Y,Y,;
56171,44,98778,Y,N,Y,;
56171,20,179908,Y,N,Y,;
56171,32,98203,Y,N,Y,;
56171,20,97712,Y,N,Y,;
56171,38,98453,Y,N,Y,;
56171,14,97390,Y,N,Y,;
56171,50,97146,Y,N,Y,;
56171,48,98144,Y,N,Y,;
56384,21,185686,Y,N,Y,;
56384,46,159098,Y,N,Y,;
56384,33,98247,Y,N,Y,;
56384,21,97748,Y,N,Y,;
56384,21,137363,Y,N,Y,;
56384,27,137364,Y,N,Y,;
56384,27,98013,Y,N,Y,;
56384,45,96872,Y,N,Y,;
56384,49,97946,Y,N,Y,;
56384,33,178637,Y,N,Y,;
56384,3,97933,Y,N,Y,;
56384,6,97275,Y,N,Y,;
56384,12,97215,Y,N,Y,;
56384,32,138250,Y,N,Y,;
56384,23,164332,Y,N,Y,;
56384,28,164333,Y,N,Y,;
56384,38,168956,Y,N,Y,;
56384,46,180805,Y,N,Y,;
56384,29,164334,Y,N,Y,;
56384,29,183695,Y,N,Y,;
56384,28,165815,Y,N,Y,;
56384,32,187086,Y,N,Y,;
56384,23,97644,Y,N,Y,;
56384,22,187094,Y,N,Y,;
56384,22,168955,Y,N,Y,;
56384,44,179039,Y,N,Y,;
56384,34,179038,Y,N,Y,;
56384,41,162046,Y,N,Y,;
56384,47,164337,Y,N,Y,;
56384,49,170449,Y,N,Y,;
56528,46,96904,Y,N,Y,;
56528,28,98064,Y,N,Y,;
56528,51,98690,Y,N,Y,;
56528,22,177938,Y,N,Y,;
56528,33,98248,Y,N,Y,;
56528,11,97138,Y,N,Y,;
56528,45,96874,Y,N,Y,;
56528,6,98662,Y,N,Y,;
56528,7,98261,Y,N,Y,;
56528,3,98435,Y,N,Y,;
56528,2,98369,Y,N,Y,;
56528,21,97753,Y,N,Y,;
58408,36,98388,Y,N,Y,;
58408,28,180815,Y,N,Y,;
58408,37,98390,Y,N,Y,;
58408,26,98559,Y,N,Y,;
58408,45,96874,Y,N,Y,;
58408,18,97617,Y,N,Y,;
58408,24,97891,Y,N,Y,;
58408,17,97564,Y,N,Y,;
58408,14,97394,Y,N,Y,;
58408,33,98248,Y,N,Y,;
58408,21,97753,Y,N,Y,;
58408,12,98413,Y,N,Y,;
58408,12,97257,Y,N,Y,;
58408,9,106130,Y,N,Y,;
58408,2,189811,Y,N,Y,;
58408,2,98208,Y,N,Y,;
58408,11,98015,Y,N,Y,;
58408,7,97867,Y,N,Y,;
58408,11,97138,Y,N,Y,;
58408,2,98369,Y,N,Y,;
58408,9,97000,Y,N,Y,;
58408,7,178642,Y,N,Y,;
58408,9,97223,Y,N,Y,;
58408,49,180814,Y,N,Y,;
58408,24,180818,Y,N,Y,;
58408,50,164540,Y,N,Y,;
58408,16,165460,Y,N,Y,;
58408,19,165462,Y,N,Y,;
58408,18,165461,Y,N,Y,;
58408,36,164548,Y,N,Y,;
58408,30,164528,Y,N,Y,;
58408,46,186871,Y,N,Y,;
58408,34,180800,Y,N,Y,;
58408,51,164541,Y,N,Y,;
58408,35,180801,Y,N,Y,;
58408,51,187512,Y,N,Y,;
58408,51,166096,Y,N,Y,;
58408,50,166095,Y,N,Y,;
58408,51,164531,Y,N,Y,;
58408,26,180803,Y,N,Y,;
58408,25,163380,Y,N,Y,;
58408,51,165466,Y,N,Y,;
58408,33,165465,Y,N,Y,;
58408,51,178635,Y,N,Y,;
58408,33,164529,Y,N,Y,;
58408,41,179079,Y,N,Y,;
58408,12,180799,Y,N,Y,;
58408,38,180802,Y,N,Y,;
58408,36,185492,Y,N,Y,;
58408,33,170280,Y,N,Y,;
58408,36,179313,Y,N,Y,;
58408,42,98685,Y,N,Y,;
58795,49,170449,Y,N,Y,;
58795,29,164334,Y,N,Y,;
58795,41,97369,Y,N,Y,;
58795,45,96872,Y,N,Y,;
58795,21,185686,Y,N,Y,;
58795,33,178637,Y,N,Y,;
58795,20,97712,Y,N,Y,;
58795,32,98203,Y,N,Y,;
58795,48,98144,Y,N,Y,;
58795,38,98453,Y,N,Y,;
58795,14,97390,Y,N,Y,;
58795,49,189419,Y,N,Y,;
58795,27,98013,Y,N,Y,;
58795,49,97946,Y,N,Y,;
58795,49,178673,Y,N,Y,;
58795,33,98247,Y,N,Y,;
58795,21,97748,Y,N,Y,;
58795,17,97556,Y,N,Y,;
58795,23,97846,Y,N,Y,;
58795,29,98093,Y,N,Y,;
58795,3,98433,Y,N,Y,;
58795,2,188870,Y,N,Y,;
58795,13,98141,Y,N,Y,;
58795,6,97275,Y,N,Y,;
58795,5,98588,Y,N,Y,;
58795,21,137363,Y,N,Y,;
58795,27,137364,Y,N,Y,;
58795,12,97215,Y,N,Y,;
58795,3,97933,Y,N,Y,;
58795,6,98630,Y,N,Y,;
58795,12,97641,Y,N,Y,;
58795,41,162046,Y,N,Y,;
58795,47,164337,Y,N,Y,;
58795,46,159098,Y,N,Y,;
58795,32,138250,Y,N,Y,;
58795,23,164332,Y,N,Y,;
58795,28,164333,Y,N,Y,;
58795,46,164324,Y,N,Y,;
58795,29,183695,Y,N,Y,;
58795,28,165815,Y,N,Y,;
58795,34,179038,Y,N,Y,;
58795,22,168955,Y,N,Y,;
58795,44,179039,Y,N,Y,;
58795,32,187086,Y,N,Y,;
58795,23,97644,Y,N,Y,;
58795,22,187094,Y,N,Y,;
58795,38,168956,Y,N,Y,;
58795,46,180805,Y,N,Y,;
58795,35,97082,Y,N,Y,;
58827,5,98588,Y,N,Y,;
58827,12,97641,Y,N,Y,;
58827,2,98362,Y,N,Y,;
58827,2,188870,Y,N,Y,;
58827,13,98141,Y,N,Y,;
58827,3,97933,Y,N,Y,;
58827,3,98433,Y,N,Y,;
58827,2,97037,Y,N,Y,;
58827,12,97214,Y,N,Y,;
58827,6,98630,Y,N,Y,;
58827,6,97275,Y,N,Y,;
58827,48,186880,Y,N,Y,;
58827,34,179038,Y,N,Y,;
58827,41,162046,Y,N,Y,;
58827,47,164337,Y,N,Y,;
58827,32,138250,Y,N,Y,;
58827,23,164332,Y,N,Y,;
58827,28,164333,Y,N,Y,;
58827,46,159098,Y,N,Y,;
58827,46,164324,Y,N,Y,;
58827,44,180804,Y,N,Y,;
58827,44,180807,Y,N,Y,;
58827,45,180808,Y,N,Y,;
58827,22,164503,Y,N,Y,;
58827,38,168956,Y,N,Y,;
58827,46,180805,Y,N,Y,;
58827,29,164334,Y,N,Y,;
58827,24,164319,Y,N,Y,;
58827,22,187094,Y,N,Y,;
58827,24,179037,Y,N,Y,;
58827,46,180806,Y,N,Y,;
58827,28,163374,Y,N,Y,;
58827,35,164320,Y,N,Y,;
58827,16,164318,Y,N,Y,;
58827,20,178628,Y,N,Y,;
58827,31,162522,Y,N,Y,;
58827,29,183695,Y,N,Y,;
58827,28,165815,Y,N,Y,;
58827,22,168955,Y,N,Y,;
58827,44,179039,Y,N,Y,;
58827,25,165463,Y,N,Y,;
58827,28,165464,Y,N,Y,;
58827,43,162523,Y,N,Y,;
58827,34,162516,Y,N,Y,;
58827,35,179036,Y,N,Y,;
58827,25,164323,Y,N,Y,;
58827,47,162047,Y,N,Y,;
58827,26,162515,Y,N,Y,;
58827,41,186878,Y,N,Y,;
58827,32,187086,Y,N,Y,;
58827,23,97644,Y,N,Y,;
58827,44,96872,Y,Y,N,;
58827,46,96872,N,Y,Y,;
58827,32,178637,Y,Y,N,;
58827,34,178637,N,Y,Y,;
58827,48,170449,Y,Y,N,;
58827,50,170449,N,Y,Y,;
58827,20,185686,Y,Y,N,;
58827,22,185686,N,Y,Y,;
58827,26,98013,Y,Y,N,;
58827,28,98013,N,Y,Y,;
58827,34,97082,Y,Y,N,;
58827,36,97082,N,Y,Y,;
58827,40,97369,Y,Y,N,;
58827,42,97369,N,Y,Y,;
58827,48,97946,Y,Y,N,;
58827,50,97946,N,Y,Y,;
58827,12,98141,Y,Y,N,;
58827,5,97275,Y,Y,N,;
58827,7,97275,N,Y,Y,;
58827,2,97933,Y,Y,N,;
58827,4,97933,N,Y,Y,;
58827,11,97641,Y,Y,N,;
58827,13,97641,N,Y,Y,;
58827,11,97215,Y,Y,N,;
58827,13,97215,N,Y,Y,;
58827,32,98247,Y,Y,N,;
58827,34,98247,N,Y,Y,;
58827,20,97748,Y,Y,N,;
58827,22,97748,N,Y,Y,;
58827,14,98141,N,Y,Y,;
58827,48,178673,Y,Y,N,;
58827,50,178673,N,Y,Y,;
58827,20,137363,Y,Y,N,;
58827,22,137363,N,Y,Y,;
58827,26,137364,Y,Y,N,;
58827,28,137364,N,Y,Y,;
58827,27,98013,Y,N,Y,;
58827,21,185686,Y,N,Y,;
58827,49,170449,Y,N,Y,;
58827,49,97946,Y,N,Y,;
58827,50,97146,Y,N,Y,;
58827,44,98778,Y,N,Y,;
58827,35,97082,Y,N,Y,;
58827,41,97369,Y,N,Y,;
58827,3,188870,N,Y,Y,;
58827,45,96872,Y,N,Y,;
58827,20,97712,Y,N,Y,;
58827,33,178637,Y,N,Y,;
58827,21,137363,Y,N,Y,;
58827,27,137364,Y,N,Y,;
58827,49,178673,Y,N,Y,;
58827,32,98203,Y,N,Y,;
58827,48,98144,Y,N,Y,;
58827,38,98453,Y,N,Y,;
58827,14,97390,Y,N,Y,;
58827,49,189419,Y,N,Y,;
58827,20,179908,Y,N,Y,;
58827,18,97614,Y,N,Y,;
58827,33,98247,Y,N,Y,;
58827,21,97748,Y,N,Y,;
58827,17,97556,Y,N,Y,;
58827,23,97846,Y,N,Y,;
58827,29,98093,Y,N,Y,;
58827,12,97215,Y,N,Y,;
58927,34,179038,Y,N,Y,;
58927,32,138250,Y,N,Y,;
58927,23,164332,Y,N,Y,;
58927,28,164333,Y,N,Y,;
58927,46,159098,Y,N,Y,;
58927,34,162516,Y,N,Y,;
58927,26,162515,Y,N,Y,;
58927,41,162046,Y,N,Y,;
58927,47,164337,Y,N,Y,;
58927,46,164324,Y,N,Y,;
58927,25,165463,Y,N,Y,;
58927,28,165464,Y,N,Y,;
58927,2,97037,Y,N,Y,;
58927,3,97933,Y,N,Y,;
58927,24,179037,Y,N,Y,;
58927,46,180806,Y,N,Y,;
58927,28,163374,Y,N,Y,;
58927,40,162046,Y,Y,N,;
58927,42,162046,N,Y,Y,;
58927,46,164337,Y,Y,N,;
58927,48,164337,N,Y,Y,;
58927,37,168956,Y,Y,N,;
58927,39,168956,N,Y,Y,;
58927,45,180805,Y,Y,N,;
58927,47,180805,N,Y,Y,;
58927,28,164334,Y,Y,N,;
58927,30,164334,N,Y,Y,;
58927,45,159098,Y,Y,N,;
58927,47,159098,N,Y,Y,;
58927,31,138250,Y,Y,N,;
58927,33,138250,N,Y,Y,;
58927,22,164332,Y,Y,N,;
58927,24,164332,N,Y,Y,;
58927,27,164333,Y,Y,N,;
58927,29,164333,N,Y,Y,;
58927,33,179038,Y,Y,N,;
58927,35,179038,N,Y,Y,;
58927,31,187086,Y,Y,N,;
58927,33,187086,N,Y,Y,;
58927,22,97644,Y,Y,N,;
58927,24,97644,N,Y,Y,;
58927,21,187094,Y,Y,N,;
58927,23,187094,N,Y,Y,;
58927,21,168955,Y,Y,N,;
58927,23,168955,N,Y,Y,;
58927,43,179039,Y,Y,N,;
58927,45,179039,N,Y,Y,;
58927,28,183695,Y,Y,N,;
58927,30,183695,N,Y,Y,;
58927,27,165815,Y,Y,N,;
58927,29,165815,N,Y,Y,;
58927,35,179036,Y,N,Y,;
58927,25,164323,Y,N,Y,;
58927,47,162047,Y,N,Y,;
58927,44,180807,Y,N,Y,;
58927,45,180808,Y,N,Y,;
58927,24,164319,Y,N,Y,;
58927,44,180804,Y,N,Y,;
58927,29,183695,Y,N,Y,;
58927,28,165815,Y,N,Y,;
58927,22,168955,Y,N,Y,;
58927,44,179039,Y,N,Y,;
58927,32,187086,Y,N,Y,;
58927,23,97644,Y,N,Y,;
58927,22,187094,Y,N,Y,;
58927,43,162523,Y,N,Y,;
58927,35,164320,Y,N,Y,;
58927,16,164318,Y,N,Y,;
58927,20,178628,Y,N,Y,;
58927,31,162522,Y,N,Y,;
58927,38,168956,Y,N,Y,;
58927,46,180805,Y,N,Y,;
58927,29,164334,Y,N,Y,;
58927,22,164503,Y,N,Y,;
58927,48,186880,Y,N,Y,;
58927,41,186878,Y,N,Y,;
58927,49,97946,Y,N,Y,;
58927,49,189419,Y,N,Y,;
58927,11,97215,Y,Y,N,;
58927,13,97215,N,Y,Y,;
58927,5,97275,Y,Y,N,;
58927,7,97275,N,Y,Y,;
58927,2,97933,Y,Y,N,;
58927,4,97933,N,Y,Y,;
58927,32,98247,Y,Y,N,;
58927,34,98247,N,Y,Y,;
58927,20,97748,Y,Y,N,;
58927,22,97748,N,Y,Y,;
58927,48,178673,Y,Y,N,;
58927,50,178673,N,Y,Y,;
58927,26,98013,Y,Y,N,;
58927,28,98013,N,Y,Y,;
58927,32,178637,Y,Y,N,;
58927,34,178637,N,Y,Y,;
58927,20,137363,Y,Y,N,;
58927,22,137363,N,Y,Y,;
58927,26,137364,Y,Y,N,;
58927,28,137364,N,Y,Y,;
58927,48,170449,Y,Y,N,;
58927,50,170449,N,Y,Y,;
58927,20,185686,Y,Y,N,;
58927,22,185686,N,Y,Y,;
58927,44,96872,Y,Y,N,;
58927,46,96872,N,Y,Y,;
58927,48,97946,Y,Y,N,;
58927,50,97946,N,Y,Y,;
58927,21,137363,Y,N,Y,;
58927,27,137364,Y,N,Y,;
58927,18,97614,Y,N,Y,;
58927,49,170449,Y,N,Y,;
58927,20,179908,Y,N,Y,;
58927,35,97082,Y,N,Y,;
58927,41,97369,Y,N,Y,;
58927,45,96872,Y,N,Y,;
58927,21,185686,Y,N,Y,;
58927,50,97146,Y,N,Y,;
58927,44,98778,Y,N,Y,;
58927,33,98247,Y,N,Y,;
58927,21,97748,Y,N,Y,;
58927,20,97712,Y,N,Y,;
58927,32,98203,Y,N,Y,;
58927,48,98144,Y,N,Y,;
58927,38,98453,Y,N,Y,;
58927,14,97390,Y,N,Y,;
58927,27,98013,Y,N,Y,;
58927,49,178673,Y,N,Y,;
58927,17,97556,Y,N,Y,;
58927,23,97846,Y,N,Y,;
58927,29,98093,Y,N,Y,;
58927,33,178637,Y,N,Y,;
58927,12,97215,Y,N,Y,;
58927,12,97214,Y,N,Y,;
58927,2,188870,Y,N,Y,;
58927,13,98141,Y,N,Y,;
58927,6,98630,Y,N,Y,;
58927,2,98362,Y,N,Y,;
58927,3,98433,Y,N,Y,;
58927,5,98588,Y,N,Y,;
58927,6,97275,Y,N,Y,;
58927,12,97641,Y,N,Y,;
58978,33,178637,Y,N,Y,;
58978,28,164333,Y,N,Y,;
58978,21,97748,Y,N,Y,;
58978,45,96872,Y,N,Y,;
58978,21,185686,Y,N,Y,;
58978,49,170449,Y,N,Y,;
58978,27,98013,Y,N,Y,;
58978,49,97946,Y,N,Y,;
58978,21,137363,Y,N,Y,;
58978,27,137364,Y,N,Y,;
58978,12,97215,Y,N,Y,;
58978,3,97933,Y,N,Y,;
58978,6,97275,Y,N,Y,;
58978,38,168956,Y,N,Y,;
58978,46,180805,Y,N,Y,;
58978,29,164334,Y,N,Y,;
58978,34,179038,Y,N,Y,;
58978,29,183695,Y,N,Y,;
58978,28,165815,Y,N,Y,;
58978,46,159098,Y,N,Y,;
58978,41,162046,Y,N,Y,;
58978,47,164337,Y,N,Y,;
58978,32,187086,Y,N,Y,;
58978,23,97644,Y,N,Y,;
58978,22,187094,Y,N,Y,;
58978,22,168955,Y,N,Y,;
58978,44,179039,Y,N,Y,;
58978,32,138250,Y,N,Y,;
58978,23,164332,Y,N,Y,;
58978,33,98247,Y,N,Y,;
59440,25,97928,Y,N,Y,;
59440,41,187972,Y,N,Y,;
59440,31,98171,Y,N,Y,;
59440,47,97011,Y,N,Y,;
60464,45,96874,Y,N,Y,;
60464,45,180781,Y,N,Y,;
60464,22,177938,Y,N,Y,;
60464,33,98248,Y,N,Y,;
60464,21,97753,Y,N,Y,;
60464,34,98283,Y,N,Y,;
60464,40,98546,Y,N,Y,;
60464,46,96904,Y,N,Y,;
60464,28,98064,Y,N,Y,;
60464,7,98754,Y,N,Y,;
60464,6,98662,Y,N,Y,;
60464,11,97138,Y,N,Y,;
60464,7,97728,Y,N,Y,;
60464,2,98369,Y,N,Y,;
60464,7,98261,Y,N,Y,;
60464,3,98435,Y,N,Y,;
60464,51,164462,Y,N,Y,;
60464,44,164461,Y,N,Y,;
60464,43,164460,Y,N,Y,;
60464,38,180780,Y,N,Y,;
60464,39,179075,Y,N,Y,;
60464,32,180779,Y,N,Y,;
60464,51,98690,Y,N,Y,;
60549,49,170449,Y,N,Y,;
60549,28,165815,Y,N,Y,;
60549,21,97748,Y,N,Y,;
60549,33,178637,Y,N,Y,;
60549,21,137363,Y,N,Y,;
60549,27,137364,Y,N,Y,;
60549,27,98013,Y,N,Y,;
60549,45,96872,Y,N,Y,;
60549,49,97946,Y,N,Y,;
60549,21,185686,Y,N,Y,;
60549,12,97215,Y,N,Y,;
60549,3,97933,Y,N,Y,;
60549,6,97275,Y,N,Y,;
60549,41,162046,Y,N,Y,;
60549,47,164337,Y,N,Y,;
60549,46,159098,Y,N,Y,;
60549,22,168955,Y,N,Y,;
60549,44,179039,Y,N,Y,;
60549,32,138250,Y,N,Y,;
60549,23,164332,Y,N,Y,;
60549,28,164333,Y,N,Y,;
60549,34,179038,Y,N,Y,;
60549,32,187086,Y,N,Y,;
60549,23,97644,Y,N,Y,;
60549,22,187094,Y,N,Y,;
60549,29,183695,Y,N,Y,;
60549,33,98247,Y,N,Y,;
61173,46,96904,Y,N,Y,;
61173,44,164461,Y,N,Y,;
61173,45,96874,Y,N,Y,;
61173,51,98690,Y,N,Y,;
61173,22,177938,Y,N,Y,;
61173,40,97156,Y,N,Y,;
61173,34,98283,Y,N,Y,;
61173,40,98546,Y,N,Y,;
61173,33,98248,Y,N,Y,;
61173,21,97753,Y,N,Y,;
61173,7,98261,Y,N,Y,;
