DMA Rank,DMA1,Facility ID,Call Sign,Channel,Facility Service,Interference2,Interference -Free Population,Volume3,Scaled Volume4,Go Off-Air,Move to Low VHF,Move to High VHF
3,"Chicago, IL",72115,WGN-TV,19,DT,157," 9,818,607 ",39262,643804,"$579,423,600 ","$434,567,700 ","$231,769,440 "
3,"Chicago, IL",32334,WJYS,36,DT,99," 9,587,446 ",30808,505182,"$454,663,800 ","$340,997,850 ","$181,865,520 "
3,"Chicago, IL",189058,WLPD-CD,35,DC,105," 5,486,498 ",24002,393570,"$354,213,000 ","$265,659,750 ","$141,685,200 "
3,"Chicago, IL",73226,WLS-TV,44,DT,180," 10,165,748 ",42777,701431,"$631,287,900 ","$473,465,925 ","$252,515,160 "
3,"Chicago, IL",47905,WMAQ-TV,29,DT,138," 9,892,615 ",36948,605863,"$545,276,700 ","$408,957,525 ","$218,110,680 "
3,"Chicago, IL",168662,WMEU-CD,32,DC,77," 8,241,329 ",25191,413070,"$371,763,000 ","$278,822,250 ","$148,705,200 "
3,"Chicago, IL",35101,WOCH-CD,49,DC,118," 5,882,148 ",26346,432004,"$388,803,600 ","$291,602,700 ","$155,521,440 "
3,"Chicago, IL",35092,WOCK-CD,4,DC,105," 6,853,843 ",26826,439887,"$98,974,575 ",NA,NA
3,"Chicago, IL",168237,WPVN-CD,20,DC,113," 6,824,162 ",27769,455348,"$409,813,200 ","$307,359,900 ","$163,925,280 "
3,"Chicago, IL",48772,WPWR-TV,51,DT,170," 10,050,152 ",41334,677782,"$610,003,800 ","$457,502,850 ","$244,001,520 "
3,"Chicago, IL",70119,WSNS-TV,45,DT,135," 9,828,403 ",36426,597293,"$537,563,700 ","$403,172,775 ","$215,025,480 "
3,"Chicago, IL",10802,WTTW,47,DT,125," 9,716,248 ",34850,571457,"$514,311,300 ","$385,733,475 ","$205,724,520 "
3,"Chicago, IL",71425,WWME-CD,39,DC,81," 8,054,743 ",25543,418839,"$376,955,100 ","$282,716,325 ","$150,782,040 "
3,"Chicago, IL",998,WWTO-TV,10,DT,189," 6,246,736 ",34360,563426,"$304,250,040 ","$177,479,190 ",NA
3,"Chicago, IL",60539,WXFT-DT,50,DT,110," 9,559,169 ",32427,531723,"$478,550,700 ","$358,913,025 ","$191,420,280 "
3,"Chicago, IL",12279,WYCC,21,DT,111," 9,271,314 ",32080,526031,"$473,427,900 ","$355,070,925 ","$189,371,160 "
3,"Chicago, IL",49803,WYIN,17,DT,122," 6,947,004 ",29112,477373,"$429,635,700 ","$322,226,775 ","$171,854,280 "
4,"Philadelphia, PA",1283,KJWP,2,DT,170," 11,043,938 ",43330,710503,"$159,863,175 ",NA,NA
4,"Philadelphia, PA",25453,KYW-TV,26,DT,209," 10,752,445 ",47405,777331,"$699,597,900 ","$524,698,425 ","$279,839,160 "
4,"Philadelphia, PA",189358,WACP,4,DT,171," 9,086,181 ",39417,646350,"$145,428,750 ",NA,NA
4,"Philadelphia, PA",60850,WBPH-TV,9,DT,199," 9,195,824 ",42778,701457,"$378,786,780 ","$220,958,955 ",NA
4,"Philadelphia, PA",63153,WCAU,34,DT,188," 10,290,701 ",43985,721241,"$649,116,900 ","$486,837,675 ","$259,646,760 "
4,"Philadelphia, PA",72335,WDPB,44,DT,86," 584,880 ",7092,116295,"$104,665,500 ","$78,499,125 ","$41,866,200 "
4,"Philadelphia, PA",39884,WFMZ-TV,46,DT,192," 7,530,485 ",38024,623507,"$561,156,300 ","$420,867,225 ","$224,462,520 "
4,"Philadelphia, PA",74216,WFPA-CD,28,DC,120," 3,383,544 ",20150,330412,"$297,370,800 ","$223,028,100 ","$118,948,320 "
4,"Philadelphia, PA",7623,WGTW-TV,27,DT,133," 7,470,544 ",31521,516870,"$465,183,000 ","$348,887,250 ","$186,073,200 "
4,"Philadelphia, PA",72338,WHYY-TV,12,DT,156," 9,750,143 ",39000,639510,"$345,335,400 ","$201,445,650 ",NA
4,"Philadelphia, PA",36989,WLVT-TV,39,DT,212," 5,122,701 ",32955,540377,"$486,339,300 ","$364,754,475 ","$194,535,720 "
4,"Philadelphia, PA",9739,WMCN-TV,44,DT,128," 5,336,458 ",26136,428559,"$385,703,100 ","$289,277,325 ","$154,281,240 "
4,"Philadelphia, PA",61111,WMGM-TV,36,DT,113," 786,522 ",9427,154587,"$139,128,300 ","$104,346,225 ","$55,651,320 "
4,"Philadelphia, PA",48481,WNJS,22,DT,163," 7,153,749 ",34148,559938,"$503,944,200 ","$377,958,150 ","$201,577,680 "
4,"Philadelphia, PA",48465,WNJT,43,DT,171," 9,048,369 ",39335,645004,"$580,503,600 ","$435,377,700 ","$232,201,440 "
4,"Philadelphia, PA",72278,WPHA-CD,24,DC,117," 3,946,580 ",21488,352357,"$317,121,300 ","$237,840,975 ","$126,848,520 "
4,"Philadelphia, PA",73879,WPHL-TV,17,DT,197," 10,216,758 ",44863,735646,"$662,081,400 ","$496,561,050 ","$264,832,560 "
4,"Philadelphia, PA",74464,WPHY-CD,50,DC,104," 3,570,970 ",19271,316001,"$284,400,900 ","$213,300,675 ","$113,760,360 "
4,"Philadelphia, PA",51984,WPPX-TV,31,DT,127," 7,181,568 ",30200,495212,"$445,690,800 ","$334,268,100 ","$178,276,320 "
4,"Philadelphia, PA",12499,WPSG,32,DT,166," 9,273,973 ",39236,643378,"$579,040,200 ","$434,280,150 ","$231,616,080 "
4,"Philadelphia, PA",167543,WPSJ-CD,38,DC,72," 2,088,508 ",12263,201078,"$180,970,200 ","$135,727,650 ","$72,388,080 "
4,"Philadelphia, PA",8616,WPVI-TV,6,DT,228," 13,259,861 ",54984,901605,"$202,861,125 ",NA,NA
4,"Philadelphia, PA",191822,WQAV-CD,50,DC,82," 625,634 ",7163,117448,"$105,703,200 ","$79,277,400 ","$42,281,280 "
4,"Philadelphia, PA",191340,WTSD-CD,23,DC,109," 4,425,725 ",21964,360151,"$324,135,900 ","$243,101,925 ","$129,654,360 "
4,"Philadelphia, PA",55305,WTVE,25,DT,167," 6,457,571 ",32839,538483,"$484,634,700 ","$363,476,025 ","$193,853,880 "
4,"Philadelphia, PA",51568,WTXF-TV,42,DT,149," 8,442,679 ",35468,581584,"$523,425,600 ","$392,569,200 ","$209,370,240 "
4,"Philadelphia, PA",60560,WUVP-DT,29,DT,150," 8,476,706 ",35658,584707,"$526,236,300 ","$394,677,225 ","$210,494,520 "
4,"Philadelphia, PA",23142,WWSI,49,DT,163," 7,124,713 ",34078,558800,"$502,920,000 ","$377,190,000 ","$201,168,000 "
4,"Philadelphia, PA",28480,WYBE,35,DT,157," 8,951,628 ",37489,614724,"$553,251,600 ","$414,938,700 ","$221,300,640 "
5,"Dallas-Ft. Worth, TX",26950,KATA-CD,50,DC,70," 4,638,742 ",18020,295480,"$265,932,000 ","$199,449,000 ","$106,372,800 "
5,"Dallas-Ft. Worth, TX",17433,KAZD,39,DT,75," 6,742,520 ",22488,368741,"$331,866,900 ","$248,900,175 ","$132,746,760 "
5,"Dallas-Ft. Worth, TX",22201,KDAF,32,DT,61," 6,645,231 ",20134,330141,"$297,126,900 ","$222,845,175 ","$118,850,760 "
5,"Dallas-Ft. Worth, TX",17037,KDFI,36,DT,55," 6,596,302 ",19047,312328,"$281,095,200 ","$210,821,400 ","$112,438,080 "
5,"Dallas-Ft. Worth, TX",33770,KDFW,35,DT,64," 6,656,522 ",20640,338449,"$304,604,100 ","$228,453,075 ","$121,841,640 "
5,"Dallas-Ft. Worth, TX",49326,KDTN,43,DT,55," 6,564,526 ",19001,311575,"$280,417,500 ","$210,313,125 ","$112,167,000 "
5,"Dallas-Ft. Worth, TX",67910,KDTX-TV,45,DT,56," 6,573,030 ",19186,314598,"$283,138,200 ","$212,353,650 ","$113,255,280 "
5,"Dallas-Ft. Worth, TX",49324,KERA-TV,14,DT,62," 6,677,809 ",20348,333651,"$300,285,900 ","$225,214,425 ","$120,114,360 "
5,"Dallas-Ft. Worth, TX",29015,KFWD,9,DT,47," 6,524,242 ",17511,287140,"$155,055,600 ","$90,449,100 ",NA
5,"Dallas-Ft. Worth, TX",16930,KLEG-CD,44,DC,64," 5,213,428 ",18266,299524,"$269,571,600 ","$202,178,700 ","$107,828,640 "
5,"Dallas-Ft. Worth, TX",73701,KMPX,30,DT,60," 6,665,770 ",19999,327929,"$295,136,100 ","$221,352,075 ","$118,054,440 "
5,"Dallas-Ft. Worth, TX",68834,KPXD-TV,42,DT,55," 6,594,297 ",19044,312280,"$281,052,000 ","$210,789,000 ","$112,420,800 "
5,"Dallas-Ft. Worth, TX",60534,KSTR-DT,48,DT,54," 6,614,624 ",18899,309905,"$278,914,500 ","$209,185,875 ","$111,565,800 "
5,"Dallas-Ft. Worth, TX",23422,KTVT,19,DT,83," 6,908,534 ",23946,392655,"$353,389,500 ","$265,042,125 ","$141,355,800 "
5,"Dallas-Ft. Worth, TX",51517,KTXA,29,DT,80," 6,848,367 ",23407,383811,"$345,429,900 ","$259,072,425 ","$138,171,960 "
5,"Dallas-Ft. Worth, TX",42359,KTXD-TV,46,DT,57," 6,530,011 ",19293,316354,"$284,718,600 ","$213,538,950 ","$113,887,440 "
5,"Dallas-Ft. Worth, TX",5319,KUVN-CD,47,DC,52," 913,019 ",6890,112985,"$101,686,500 ","$76,264,875 ","$40,674,600 "
5,"Dallas-Ft. Worth, TX",35841,KUVN-DT,23,DT,62," 6,677,342 ",20347,333639,"$300,275,100 ","$225,206,325 ","$120,110,040 "
5,"Dallas-Ft. Worth, TX",49330,KXAS-TV,41,DT,71," 6,702,177 ",21814,357698,"$321,928,200 ","$241,446,150 ","$128,771,280 "
5,"Dallas-Ft. Worth, TX",35994,KXTX-TV,40,DT,71," 6,712,026 ",21830,357961,"$322,164,900 ","$241,623,675 ","$128,865,960 "
5,"Dallas-Ft. Worth, TX",72054,WFAA,8,DT,72," 6,828,114 ",22173,363577,"$196,331,580 ","$114,526,755 ",NA
6,"San Francisco-Oakland-San Jose, CA",37689,KAXT-CD,42,DC,88," 3,584,365 ",17760,291224,"$262,101,600 ","$196,576,200 ","$104,840,640 "
6,"San Francisco-Oakland-San Jose, CA",69619,KBCW,45,DT,86," 6,577,588 ",23784,389997,"$350,997,300 ","$263,247,975 ","$140,398,920 "
6,"San Francisco-Oakland-San Jose, CA",71586,KCNS,39,DT,95," 6,718,423 ",25264,414262,"$372,835,800 ","$279,626,850 ","$149,134,320 "
6,"San Francisco-Oakland-San Jose, CA",58912,KCSM-TV,43,DT,97," 6,568,542 ",25242,413904,"$372,513,600 ","$279,385,200 ","$149,005,440 "
6,"San Francisco-Oakland-San Jose, CA",18148,KDTV-CD,28,DC,53," 530,892 ",5304,86980,"$78,282,000 ","$58,711,500 ","$31,312,800 "
6,"San Francisco-Oakland-San Jose, CA",33778,KDTV-DT,51,DT,149," 6,574,392 ",31298,513216,"$461,894,400 ","$346,420,800 ","$184,757,760 "
6,"San Francisco-Oakland-San Jose, CA",34440,KEMO-TV,32,DT,127," 3,316,709 ",20524,336539,"$302,885,100 ","$227,163,825 ","$121,154,040 "
6,"San Francisco-Oakland-San Jose, CA",70900,KEXT-CD,20,DC,69," 4,425,367 ",17474,286535,"$257,881,500 ","$193,411,125 ","$103,152,600 "
6,"San Francisco-Oakland-San Jose, CA",51429,KFSF-DT,34,DT,88," 6,351,159 ",23641,387656,"$348,890,400 ","$261,667,800 ","$139,556,160 "
6,"San Francisco-Oakland-San Jose, CA",52887,KFTL-CD,28,DC,73," 4,057,128 ",17210,282195,"$253,975,500 ","$190,481,625 ","$101,590,200 "
6,"San Francisco-Oakland-San Jose, CA",34470,KGO-TV,7,DT,78," 6,865,418 ",23141,379455,"$204,905,700 ","$119,528,325 ",NA
6,"San Francisco-Oakland-San Jose, CA",34564,KICU-TV,36,DT,132," 6,794,152 ",29947,491059,"$441,953,100 ","$331,464,825 ","$176,781,240 "
6,"San Francisco-Oakland-San Jose, CA",22644,KKPX-TV,41,DT,116," 6,586,162 ",27640,453236,"$407,912,400 ","$305,934,300 ","$163,164,960 "
6,"San Francisco-Oakland-San Jose, CA",43095,KMTP-TV,33,DT,116," 6,626,923 ",27726,454636,"$409,172,400 ","$306,879,300 ","$163,668,960 "
6,"San Francisco-Oakland-San Jose, CA",35280,KNTV,12,DT,136," 7,139,147 ",31160,510942,"$275,908,680 ","$160,946,730 ",NA
6,"San Francisco-Oakland-San Jose, CA",51189,KOFY-TV,19,DT,114," 6,825,273 ",27894,457395,"$411,655,500 ","$308,741,625 ","$164,662,200 "
6,"San Francisco-Oakland-San Jose, CA",25452,KPIX-TV,29,DT,124," 7,482,743 ",30461,499483,"$449,534,700 ","$337,151,025 ","$179,813,880 "
6,"San Francisco-Oakland-San Jose, CA",35500,KQED,30,DT,106," 6,910,642 ",27065,443804,"$399,423,600 ","$299,567,700 ","$159,769,440 "
6,"San Francisco-Oakland-San Jose, CA",35663,KQEH,50,DT,138," 6,581,065 ",30136,494159,"$444,743,100 ","$333,557,325 ","$177,897,240 "
6,"San Francisco-Oakland-San Jose, CA",8378,KQSL,8,DT,47," 141,978 ",2583,42358,"$22,873,320 ","$13,342,770 ",NA
6,"San Francisco-Oakland-San Jose, CA",57945,KRCB,23,DT,128," 4,469,972 ",23920,392226,"$353,003,400 ","$264,752,550 ","$141,201,360 "
6,"San Francisco-Oakland-San Jose, CA",65526,KRON-TV,38,DT,105," 6,830,926 ",26781,439151,"$395,235,900 ","$296,426,925 ","$158,094,360 "
6,"San Francisco-Oakland-San Jose, CA",64987,KSTS,49,DT,130," 6,278,687 ",28570,468474,"$421,626,600 ","$316,219,950 ","$168,650,640 "
6,"San Francisco-Oakland-San Jose, CA",49153,KTLN-TV,47,DT,113," 5,560,031 ",25066,411014,"$369,912,600 ","$277,434,450 ","$147,965,040 "
6,"San Francisco-Oakland-San Jose, CA",21533,KTNC-TV,14,DT,141," 9,214,106 ",36044,591038,"$531,934,200 ","$398,950,650 ","$212,773,680 "
6,"San Francisco-Oakland-San Jose, CA",37511,KTSF,27,DT,125," 6,481,115 ",28463,466723,"$420,050,700 ","$315,038,025 ","$168,020,280 "
6,"San Francisco-Oakland-San Jose, CA",35703,KTVU,44,DT,118," 6,826,130 ",28381,465380,"$418,842,000 ","$314,131,500 ","$167,536,800 "
7,"Washington, DC",57907,WAZF-CD,20,DC,103," 853,391 ",9375,153735,"$138,361,500 ","$103,771,125 ","$55,344,600 "
7,"Washington, DC",57905,WAZT-CD,45,DC,52," 506,629 ",5133,84164,"$75,747,600 ","$56,810,700 ","$30,299,040 "
7,"Washington, DC",168449,WAZW-CD,46,DC,80," 298,319 ",4885,80106,"$72,095,400 ","$54,071,550 ","$28,838,160 "
7,"Washington, DC",51567,WDCA,35,DT,133," 7,778,795 ",32165,527426,"$474,683,400 ","$356,012,550 ","$189,873,360 "
7,"Washington, DC",30576,WDCW,50,DT,149," 8,107,996 ",34758,569940,"$512,946,000 ","$384,709,500 ","$205,178,400 "
7,"Washington, DC",65670,WETA-TV,27,DT,127," 7,435,169 ",30729,503879,"$453,491,100 ","$340,118,325 ","$181,396,440 "
7,"Washington, DC",69532,WFDC-DT,15,DT,143," 8,104,066 ",34042,558211,"$502,389,900 ","$376,792,425 ","$200,955,960 "
7,"Washington, DC",40626,WFPT,28,DT,140," 3,146,090 ",20987,344135,"$309,721,500 ","$232,291,125 ","$123,888,600 "
7,"Washington, DC",25045,WHAG-TV,26,DT,164," 1,647,139 ",16436,269505,"$242,554,500 ","$181,915,875 ","$97,021,800 "
7,"Washington, DC",27772,WHUT-TV,33,DT,128," 7,599,399 ",31189,511415,"$460,273,500 ","$345,205,125 ","$184,109,400 "
7,"Washington, DC",10259,WJAL,39,DT,156," 926,120 ",12020,197095,"$177,385,500 ","$133,039,125 ","$70,954,200 "
7,"Washington, DC",1051,WJLA-TV,7,DT,143," 8,564,964 ",34997,573865,"$309,887,100 ","$180,767,475 ",NA
7,"Washington, DC",189357,WMDE,5,DT,160," 6,154,766 ",31381,514571,"$115,778,475 ",NA,NA
7,"Washington, DC",38437,WMDO-CD,22,DC,114," 3,639,617 ",20369,334010,"$300,609,000 ","$225,456,750 ","$120,243,600 "
7,"Washington, DC",9999,WNVC,24,DT,157," 7,268,167 ",33780,553913,"$498,521,700 ","$373,891,275 ","$199,408,680 "
7,"Washington, DC",10019,WNVT,30,DT,135," 5,379,483 ",26949,441892,"$397,702,800 ","$298,277,100 ","$159,081,120 "
7,"Washington, DC",74091,WPXW-TV,34,DT,136," 7,988,602 ",32961,540486,"$486,437,400 ","$364,828,050 ","$194,574,960 "
7,"Washington, DC",47904,WRC-TV,48,DT,141," 7,955,817 ",33493,549201,"$494,280,900 ","$370,710,675 ","$197,712,360 "
7,"Washington, DC",22207,WTTG,36,DT,150," 7,945,459 ",34523,566089,"$509,480,100 ","$382,110,075 ","$203,792,040 "
7,"Washington, DC",65593,WUSA,9,DT,141," 8,454,840 ",34527,566163,"$305,728,020 ","$178,341,345 ",NA
7,"Washington, DC",65943,WWPB,44,DT,205," 1,589,282 ",18050,295976,"$266,378,400 ","$199,783,800 ","$106,551,360 "
7,"Washington, DC",23264,WWPX-TV,12,DT,144," 2,697,387 ",19708,323171,"$174,512,340 ","$101,798,865 ",NA
7,"Washington, DC",50347,WZDC-CD,25,DC,105," 3,386,309 ",18856,309198,"$278,278,200 ","$208,708,650 ","$111,311,280 "
8,"Boston, MA",14682,WBIN-TV,35,DT,104," 4,008,759 ",20418,334812,"$301,330,800 ","$225,998,100 ","$120,532,320 "
8,"Boston, MA",7692,WBPX-TV,32,DT,124," 6,524,393 ",28443,466402,"$419,761,800 ","$314,821,350 ","$167,904,720 "
8,"Boston, MA",25456,WBZ-TV,30,DT,137," 7,518,243 ",32094,526257,"$473,631,300 ","$355,223,475 ","$189,452,520 "
8,"Boston, MA",65684,WCVB-TV,20,DT,137," 7,456,588 ",31962,524094,"$471,684,600 ","$353,763,450 ","$188,673,840 "
8,"Boston, MA",6476,WDPX-TV,40,DT,128," 1,081,439 ",11765,192924,"$173,631,600 ","$130,223,700 ","$69,452,640 "
8,"Boston, MA",69271,WEKW-TV,49,DT,130," 501,910 ",8078,132454,"$119,208,600 ","$89,406,450 ","$47,683,440 "
8,"Boston, MA",69237,WENH-TV,11,DT,123," 4,303,376 ",23007,377256,"$203,718,240 ","$118,835,640 ",NA
8,"Boston, MA",6463,WFXT,31,DT,129," 7,022,351 ",30098,493532,"$444,178,800 ","$333,134,100 ","$177,671,520 "
8,"Boston, MA",64833,WFXZ-CD,24,DC,100," 3,319,796 ",18220,298769,"$268,892,100 ","$201,669,075 ","$107,556,840 "
8,"Boston, MA",72099,WGBH-TV,19,DT,137," 7,557,771 ",32178,527638,"$474,874,200 ","$356,155,650 ","$189,949,680 "
8,"Boston, MA",72098,WGBX-TV,43,DT,128," 7,332,002 ",30635,502337,"$452,103,300 ","$339,077,475 ","$180,841,320 "
8,"Boston, MA",72145,WHDH,42,DT,133," 7,114,492 ",30761,504402,"$453,961,800 ","$340,471,350 ","$181,584,720 "
8,"Boston, MA",73238,WLVI,41,DT,132," 7,112,958 ",30642,502448,"$452,203,200 ","$339,152,400 ","$180,881,280 "
8,"Boston, MA",41436,WMFP,18,DT,129," 6,775,554 ",29564,484782,"$436,303,800 ","$327,227,850 ","$174,521,520 "
8,"Boston, MA",73292,WMUR-TV,9,DT,114," 4,861,919 ",23543,386043,"$208,463,220 ","$121,603,545 ",NA
8,"Boston, MA",51864,WNEU,34,DT,131," 3,214,079 ",20519,336468,"$302,821,200 ","$227,115,900 ","$121,128,480 "
8,"Boston, MA",48406,WPXG-TV,33,DT,108," 2,424,546 ",16182,265342,"$238,807,800 ","$179,105,850 ","$95,523,120 "
8,"Boston, MA",73982,WSBK-TV,39,DT,120," 7,043,720 ",29073,476728,"$429,055,200 ","$321,791,400 ","$171,622,080 "
8,"Boston, MA",30577,WUNI,29,DT,180," 7,459,791 ",36644,600868,"$540,781,200 ","$405,585,900 ","$216,312,480 "
8,"Boston, MA",60551,WUTF-DT,27,DT,134," 7,059,847 ",30757,504347,"$453,912,300 ","$340,434,225 ","$181,564,920 "
8,"Boston, MA",23671,WWDP,10,DT,107," 5,402,878 ",24044,394261,"$212,900,940 ","$124,192,215 ",NA
8,"Boston, MA",9766,WYCN-CD,36,DC,129," 2,990,341 ",19641,322058,"$289,852,200 ","$217,389,150 ","$115,940,880 "
8,"Boston, MA",18783,WYDN,47,DT,118," 6,113,181 ",26858,440407,"$396,366,300 ","$297,274,725 ","$158,546,520 "
9,"Atlanta, GA",70689,WAGA-TV,27,DT,124," 5,872,244 ",26984,442478,"$398,230,200 ","$298,672,650 ","$159,292,080 "
9,"Atlanta, GA",168812,WANN-CD,29,DC,83," 4,572,543 ",19481,319446,"$287,501,400 ","$215,626,050 ","$115,000,560 "
9,"Atlanta, GA",13206,WATC-DT,41,DT,130," 5,579,401 ",26932,441616,"$397,454,400 ","$298,090,800 ","$158,981,760 "
9,"Atlanta, GA",22819,WATL,25,DT,103," 5,712,134 ",24256,397738,"$357,964,200 ","$268,473,150 ","$143,185,680 "
9,"Atlanta, GA",711,WCIQ,7,DT,196," 3,224,076 ",25138,412202,"$222,589,080 ","$129,843,630 ",NA
9,"Atlanta, GA",72120,WGCL-TV,19,DT,129," 5,935,627 ",27671,453740,"$408,366,000 ","$306,274,500 ","$163,346,400 "
9,"Atlanta, GA",63329,WGTA,24,DT,112," 1,024,348 ",10711,175635,"$158,071,500 ","$118,553,625 ","$63,228,600 "
9,"Atlanta, GA",23948,WGTV,8,DT,117," 5,809,275 ",26071,427497,"$230,848,380 ","$134,661,555 ",NA
9,"Atlanta, GA",68058,WHSG-TV,44,DT,114," 5,794,548 ",25702,421446,"$379,301,400 ","$284,476,050 ","$151,720,560 "
9,"Atlanta, GA",55108,WIRE-CD,40,DC,83," 3,002,315 ",15786,258849,"$232,964,100 ","$174,723,075 ","$93,185,640 "
9,"Atlanta, GA",35418,WKTB-CD,47,DC,83," 2,500,043 ",14405,236207,"$212,586,300 ","$159,439,725 ","$85,034,520 "
9,"Atlanta, GA",4190,WPBA,21,DT,97," 4,776,686 ",21525,352962,"$317,665,800 ","$238,249,350 ","$127,066,320 "
9,"Atlanta, GA",64033,WPCH-TV,20,DT,119," 5,853,767 ",26393,432783,"$389,504,700 ","$292,128,525 ","$155,801,880 "
9,"Atlanta, GA",51969,WPXA-TV,31,DT,164," 6,386,823 ",32364,530693,"$477,623,700 ","$358,217,775 ","$191,049,480 "
9,"Atlanta, GA",23960,WSB-TV,39,DT,125," 5,815,100 ",26961,442092,"$397,882,800 ","$298,412,100 ","$159,153,120 "
9,"Atlanta, GA",35090,WSKC-CD,22,DC,91," 2,697,371 ",15667,256904,"$231,213,600 ","$173,410,200 ","$92,485,440 "
9,"Atlanta, GA",6900,WUPA,43,DT,120," 5,862,739 ",26524,434931,"$391,437,900 ","$293,578,425 ","$156,575,160 "
9,"Atlanta, GA",48813,WUVG-DT,48,DT,110," 5,771,454 ",25196,413160,"$371,844,000 ","$278,883,000 ","$148,737,600 "
9,"Atlanta, GA",51163,WXIA-TV,10,DT,143," 5,973,320 ",29226,479242,"$258,790,680 ","$150,961,230 ",NA
9,"Atlanta, GA",168094,WYGA-CD,16,DC,75," 3,491,513 ",16182,265349,"$238,814,100 ","$179,110,575 ","$95,525,640 "
10,"Houston, TX",12895,KETH-TV,24,DT,59," 6,087,154 ",18951,310751,"$279,675,900 ","$209,756,925 ","$111,870,360 "
10,"Houston, TX",60537,KFTH-DT,36,DT,55," 6,074,680 ",18279,299725,"$269,752,500 ","$202,314,375 ","$107,901,000 "
10,"Houston, TX",34529,KHOU,11,DT,63," 6,112,802 ",19624,321788,"$173,765,520 ","$101,363,220 ",NA
10,"Houston, TX",23394,KIAH,38,DT,53," 6,053,709 ",17912,293716,"$264,344,400 ","$198,258,300 ","$105,737,760 "
10,"Houston, TX",24436,KLTJ,23,DT,46," 6,033,718 ",16660,273181,"$245,862,900 ","$184,397,175 ","$98,345,160 "
10,"Houston, TX",53117,KPRC-TV,35,DT,65," 6,097,925 ",19909,326458,"$293,812,200 ","$220,359,150 ","$117,524,880 "
10,"Houston, TX",58835,KPXB-TV,32,DT,55," 6,080,969 ",18288,299880,"$269,892,000 ","$202,419,000 ","$107,956,800 "
10,"Houston, TX",22204,KRIV,26,DT,56," 6,075,349 ",18445,302454,"$272,208,600 ","$204,156,450 ","$108,883,440 "
10,"Houston, TX",28324,KTBU,42,DT,57," 6,075,608 ",18609,305149,"$274,634,100 ","$205,975,575 ","$109,853,640 "
10,"Houston, TX",64984,KTMD,48,DT,52," 6,072,499 ",17770,291383,"$262,244,700 ","$196,683,525 ","$104,897,880 "
10,"Houston, TX",35675,KTRK-TV,13,DT,64," 6,098,119 ",19755,323942,"$174,928,680 ","$102,041,730 ",NA
10,"Houston, TX",51569,KTXH,19,DT,61," 6,090,847 ",19275,316070,"$284,463,000 ","$213,347,250 ","$113,785,200 "
10,"Houston, TX",70492,KUBE-TV,41,DT,55," 6,060,508 ",18257,299375,"$269,437,500 ","$202,078,125 ","$107,775,000 "
10,"Houston, TX",66790,KUGB-CD,28,DC,66," 5,055,983 ",18267,299539,"$269,585,100 ","$202,188,825 ","$107,834,040 "
10,"Houston, TX",69269,KUHT,8,DT,67," 6,132,176 ",20270,332372,"$179,480,880 ","$104,697,180 ",NA
10,"Houston, TX",13200,KUVM-CD,34,DC,53," 4,276,271 ",15055,246859,"$222,173,100 ","$166,629,825 ","$88,869,240 "
10,"Houston, TX",53847,KXLN-DT,45,DT,56," 6,077,438 ",18448,302506,"$272,255,400 ","$204,191,550 ","$108,902,160 "
10,"Houston, TX",31870,KYAZ,47,DT,55," 6,071,168 ",18273,299638,"$269,674,200 ","$202,255,650 ","$107,869,680 "
10,"Houston, TX",69531,KZJL,44,DT,53," 5,996,378 ",17827,292322,"$263,089,800 ","$197,317,350 ","$105,235,920 "
11,"Tampa-St Petersburg-Sarasota, FL",55106,WARP-CD,20,DC,76," 2,065,311 ",12529,205437,"$184,893,300 ","$138,669,975 ","$73,957,320 "
11,"Tampa-St Petersburg-Sarasota, FL",11125,WCLF,21,DT,101," 4,091,270 ",20328,333326,"$299,993,400 ","$224,995,050 ","$119,997,360 "
11,"Tampa-St Petersburg-Sarasota, FL",21808,WEDU,13,DT,121," 5,086,336 ",24808,406794,"$219,668,760 ","$128,140,110 ",NA
11,"Tampa-St Petersburg-Sarasota, FL",64592,WFLA-TV,7,DT,132," 5,332,149 ",26530,435028,"$234,915,120 ","$137,033,820 ",NA
11,"Tampa-St Petersburg-Sarasota, FL",64588,WFTS-TV,29,DT,132," 5,039,415 ",25792,422918,"$380,626,200 ","$285,469,650 ","$152,250,480 "
11,"Tampa-St Petersburg-Sarasota, FL",60559,WFTT-DT,47,DT,107," 4,224,542 ",21261,348627,"$313,764,300 ","$235,323,225 ","$125,505,720 "
11,"Tampa-St Petersburg-Sarasota, FL",53819,WMOR-TV,19,DT,137," 5,264,123 ",26855,440355,"$396,319,500 ","$297,239,625 ","$158,527,800 "
11,"Tampa-St Petersburg-Sarasota, FL",74559,WRMD-CD,49,DC,76," 2,421,263 ",13565,222437,"$200,193,300 ","$150,144,975 ","$80,077,320 "
11,"Tampa-St Petersburg-Sarasota, FL",11559,WSPF-CD,38,DC,77," 2,773,814 ",14615,239642,"$215,677,800 ","$161,758,350 ","$86,271,120 "
11,"Tampa-St Petersburg-Sarasota, FL",74112,WTOG,44,DT,115," 4,734,691 ",23334,382626,"$344,363,400 ","$258,272,550 ","$137,745,360 "
11,"Tampa-St Petersburg-Sarasota, FL",11290,WTSP,10,DT,121," 5,068,321 ",24764,406073,"$219,279,420 ","$127,912,995 ",NA
